UTC,Light,°C out,°C in,hPa,RH Air,RH Soil,IAQ
01.01.1970 01:09:10,158,"21,4","22,1",980,38,0,0
01.01.1970 01:09:20,158,"21,6","22,1",980,38,0,0
01.01.1970 01:09:30,158,"21,6","22,1",980,38,0,0
01.01.1970 01:09:40,158,"21,4","22,1",980,38,0,0
01.01.1970 01:09:50,158,"21,6","22,1",980,38,0,0
01.01.1970 01:10:00,158,"21,6","22,1",980,38,0,0
01.01.1970 01:10:10,158,"21,6","22,1",980,38,0,0
01.01.1970 01:10:20,158,"21,6","22,1",980,38,0,0
01.01.1970 01:10:30,158,"21,4","22,1",980,38,0,0
01.01.1970 01:10:40,158,"21,6","22,1",980,38,0,0
01.01.1970 01:10:50,158,"21,4","22,1",980,38,0,0
01.01.1970 01:11:00,158,"21,6","22,1",980,38,0,0
01.01.1970 01:11:10,158,"21,6","22,1",980,38,0,0
01.01.1970 01:11:20,158,"21,4","22,1",980,38,0,0
01.01.1970 01:11:30,158,"21,4","22,1",980,38,0,0
01.01.1970 01:11:40,158,"21,6","22,1",980,38,0,0
01.01.1970 01:11:50,158,"21,4","22,1",980,38,0,0
01.01.1970 01:12:00,158,"21,4","22,1",980,38,0,0
01.01.1970 01:12:10,158,"21,4","22,1",980,38,0,0
01.01.1970 01:12:20,158,"21,6","22,1",980,38,0,0
01.01.1970 01:12:30,158,"21,4","22,1",980,38,0,0
01.01.1970 01:12:40,158,"21,4","22,1",980,38,0,0
01.01.1970 01:12:50,158,"21,4","22,1",980,38,0,0
01.01.1970 01:13:00,158,"21,4","22,1",980,38,0,0
01.01.1970 01:13:10,158,"21,4","22,1",980,38,0,0
01.01.1970 01:13:20,158,"21,4","22,1",980,38,0,0
01.01.1970 01:13:30,158,"21,4","22,1",980,38,0,0
01.01.1970 01:13:40,158,"21,4","22,1",980,38,0,0
01.01.1970 01:13:50,158,"21,4","22,1",980,38,0,0
